RAZON;DEPARTAMENTO DOMICILIO;INGRESOS;GANANCIA;ACTIVOS;PASIVOS;CATE;SECTOR
Empresa 2099;SANTANDER;46745.3;5621.8;17039.8;17039.8;0;SERVICIOS
Empresa 2100;BOGOTA D.C.;46711.3;45.0;14630.3;14630.3;0;COMERCIO
Empresa 2101;BOGOTA D.C.;46697.8;11176.1;34204.3;34204.3;0;SERVICIOS
Empresa 2102;CAUCA;46695.9;2063.8;21361.6;21361.6;0;MANUFACTURA
Empresa 2103;CUNDINAMARCA;46692.9;1935.3;17383.6;17383.6;0;COMERCIO
Empresa 2104;VALLE;46690.6;280.0;7042.9;7042.9;0;OTRO
Empresa 2105;ANTIOQUIA;46688.5;928.0;18142.6;18142.6;1;COMERCIO
Empresa 2106;CORDOBA;46590.0;-4171.9;22572.9;22572.9;0;SERVICIOS
Empresa 2107;VALLE;46504.9;2106.3;23946.8;23946.8;0;COMERCIO
Empresa 2108;BOGOTA D.C.;46493.5;1831.8;14592.1;14592.1;0;COMERCIO
Empresa 2109;BOGOTA D.C.;46486.2;-2934.8;12478.5;12478.5;0;OTRO
Empresa 2110;BOGOTA D.C.;46425.6;-358.0;19107.5;19107.5;0;MANUFACTURA
Empresa 2111;CUNDINAMARCA;46416.5;615.3;8008.5;8008.5;0;COMERCIO
Empresa 2112;VALLE;46406.7;-6250.1;14365.6;14365.6;0;SERVICIOS
Empresa 2113;VALLE;46406.2;1268.5;27670.4;27670.4;0;MANUFACTURA
Empresa 2114;LA GUAJIRA;46405.3;19080.3;56538.4;56538.4;0;SERVICIOS
Empresa 2115;ATLANTICO;46384.1;519.0;7174.8;7174.8;0;COMERCIO
Empresa 2116;ATLANTICO;46343.1;683.7;5472.9;5472.9;0;COMERCIO
Empresa 2117;BOGOTA D.C.;46292.1;431.4;6265.4;6265.4;0;SERVICIOS
Empresa 2118;QUINDIO;46287.8;972.4;41039.0;41039.0;0;SERVICIOS
Empresa 2119;VALLE;46282.3;205.7;18955.9;18955.9;0;COMERCIO
Empresa 2120;CUNDINAMARCA;46248.5;-802.3;10261.6;10261.6;0;OTRO
Empresa 2121;ATLANTICO;46222.5;154.2;7586.6;7586.6;0;SERVICIOS
Empresa 2122;BOGOTA D.C.;46211.8;32524.3;29750.5;29750.5;0;SERVICIOS
Empresa 2123;BOGOTA D.C.;46194.7;191.6;14589.5;14589.5;0;OTRO
Empresa 2124;VALLE;46147.8;-2176.2;40325.9;40325.9;0;SERVICIOS
Empresa 2125;BOGOTA D.C.;46143.8;317.1;26424.9;26424.9;0;MANUFACTURA
Empresa 2126;BOGOTA D.C.;46101.1;4078.1;34186.4;34186.4;0;SERVICIOS
Empresa 2127;CUNDINAMARCA;46081.9;3130.5;13524.6;13524.6;0;OTRO
Empresa 2128;ANTIOQUIA;46079.0;46242.3;10.1;10.1;1;SERVICIOS
Empresa 2129;BOGOTA D.C.;46075.7;-757.5;49015.9;49015.9;0;COMERCIO
Empresa 2130;SANTANDER;46062.0;918.8;10464.4;10464.4;0;MANUFACTURA
Empresa 2131;BOGOTA D.C.;46059.6;2803.1;27561.3;27561.3;0;MANUFACTURA
Empresa 2132;BOGOTA D.C.;46044.9;1743.4;9545.6;9545.6;0;SERVICIOS
Empresa 2133;BOGOTA D.C.;46024.9;328.0;30993.9;30993.9;0;COMERCIO
Empresa 2134;BOGOTA D.C.;45990.9;6236.1;12105.2;12105.2;0;COMERCIO
Empresa 2135;CUNDINAMARCA;45951.8;1562.9;6991.1;6991.1;0;COMERCIO
Empresa 2136;BOGOTA D.C.;45937.5;7817.4;8506.3;8506.3;0;MANUFACTURA
Empresa 2137;CUNDINAMARCA;45924.2;662.1;7453.0;7453.0;0;COMERCIO
Empresa 2138;CUNDINAMARCA;45918.9;2035.2;24020.3;24020.3;0;MANUFACTURA
Empresa 2139;ANTIOQUIA;45901.4;265.4;5456.8;5456.8;1;SERVICIOS
Empresa 2140;BOGOTA D.C.;45881.8;2044.0;11748.5;11748.5;0;SERVICIOS
Empresa 2141;BOGOTA D.C.;45875.0;1423.4;23863.8;23863.8;0;MANUFACTURA
Empresa 2142;ANTIOQUIA;45849.2;1496.4;15244.7;15244.7;1;MANUFACTURA
Empresa 2143;BOLIVAR;45840.4;5801.4;8454.7;8454.7;0;SERVICIOS
Empresa 2144;ATLANTICO;45806.9;2640.4;27766.0;27766.0;0;SERVICIOS
Empresa 2145;ANTIOQUIA;45784.2;2398.0;28989.7;28989.7;1;SERVICIOS
Empresa 2146;TOLIMA;45767.8;2449.6;18050.2;18050.2;0;SERVICIOS
Empresa 2147;BOGOTA D.C.;45765.3;-135908.7;146110.5;146110.5;0;SERVICIOS
Empresa 2148;ANTIOQUIA;45749.5;2633.2;8796.7;8796.7;1;OTRO
Empresa 2149;ANTIOQUIA;45711.0;623.4;10007.2;10007.2;1;COMERCIO
Empresa 2150;ANTIOQUIA;45700.4;2579.0;17907.0;17907.0;1;MANUFACTURA
Empresa 2151;CUNDINAMARCA;45700.2;-62.2;11616.7;11616.7;0;MANUFACTURA
Empresa 2152;RISARALDA;45691.4;33673.2;117311.8;117311.8;0;SERVICIOS
Empresa 2153;TOLIMA;45672.6;2760.2;44912.8;44912.8;0;SERVICIOS
Empresa 2154;SANTANDER;45655.6;2392.5;9969.1;9969.1;0;COMERCIO
Empresa 2155;BOGOTA D.C.;45613.2;900.0;27663.4;27663.4;0;MANUFACTURA
Empresa 2156;ANTIOQUIA;45607.3;4219.8;4361.2;4361.2;1;SERVICIOS
Empresa 2157;ANTIOQUIA;45600.2;110.2;462.6;462.6;1;COMERCIO
Empresa 2158;NARINO;45594.5;26.9;14462.0;14462.0;0;COMERCIO
Empresa 2159;ANTIOQUIA;45593.8;1359.3;22325.7;22325.7;1;OTRO
Empresa 2160;SANTANDER;45593.5;-3584.8;44790.0;44790.0;0;MANUFACTURA
Empresa 2161;ANTIOQUIA;45583.0;22273.5;3.4;3.4;1;SERVICIOS
Empresa 2162;ANTIOQUIA;45556.7;676.7;4305.7;4305.7;1;COMERCIO
Empresa 2163;BOGOTA D.C.;45546.8;10508.0;10949.2;10949.2;0;SERVICIOS
Empresa 2164;BOGOTA D.C.;45544.6;911.0;28804.9;28804.9;0;MANUFACTURA
Empresa 2165;BOGOTA D.C.;45507.4;474.7;44094.0;44094.0;0;COMERCIO
Empresa 2166;SANTANDER;45474.0;24.6;16316.9;16316.9;0;COMERCIO
Empresa 2167;BOGOTA D.C.;45462.1;701.4;22981.1;22981.1;0;COMERCIO
Empresa 2168;CALDAS;45455.8;1031.6;10571.4;10571.4;0;COMERCIO
Empresa 2169;BOGOTA D.C.;45443.9;1371.8;10081.3;10081.3;0;COMERCIO
Empresa 2170;BOGOTA D.C.;45436.6;2149.6;18035.3;18035.3;0;SERVICIOS
Empresa 2171;BOGOTA D.C.;45424.5;5108.2;8367.3;8367.3;0;OTRO
Empresa 2172;ANTIOQUIA;45418.5;49784.4;5328.7;5328.7;1;SERVICIOS
Empresa 2173;ANTIOQUIA;45416.3;3623.7;6650.8;6650.8;1;COMERCIO
Empresa 2174;TOLIMA;45414.0;2752.8;31601.3;31601.3;0;COMERCIO
Empresa 2175;ANTIOQUIA;45407.3;2607.8;25510.3;25510.3;1;COMERCIO
Empresa 2176;VALLE;45373.0;1775.5;17049.4;17049.4;0;SERVICIOS
Empresa 2177;CUNDINAMARCA;45359.0;5186.8;21049.5;21049.5;0;MANUFACTURA
Empresa 2178;CUNDINAMARCA;45350.3;-196.1;7075.1;7075.1;0;MANUFACTURA
Empresa 2179;HUILA ;45349.8;819.6;4512.5;4512.5;0;COMERCIO
Empresa 2180;VALLE;45322.9;281.6;7677.5;7677.5;0;SERVICIOS
Empresa 2181;BOGOTA D.C.;45322.8;1810.7;4973.8;4973.8;0;SERVICIOS
Empresa 2182;VALLE;45297.8;23339.9;4677.9;4677.9;0;SERVICIOS
Empresa 2183;ANTIOQUIA;45256.1;2829.4;15502.6;15502.6;1;MANUFACTURA
Empresa 2184;ATLANTICO;45245.4;4837.4;90144.9;90144.9;0;OTRO
Empresa 2185;BOGOTA D.C.;45224.8;3877.8;9301.0;9301.0;0;MANUFACTURA
Empresa 2186;ANTIOQUIA;45203.4;2215.7;9359.8;9359.8;1;OTRO
Empresa 2187;ANTIOQUIA;45146.2;251.7;31363.7;31363.7;1;MANUFACTURA
Empresa 2188;MAGDALENA;45067.7;-1160.0;44017.5;44017.5;0;MANUFACTURA
Empresa 2189;BOGOTA D.C.;45058.9;246.1;3937.6;3937.6;0;COMERCIO
Empresa 2190;BOGOTA D.C.;45054.2;43300.0;35664.2;35664.2;0;SERVICIOS
Empresa 2191;BOGOTA D.C.;44997.0;1994.0;52100.0;52100.0;0;MANUFACTURA
Empresa 2192;BOGOTA D.C.;44988.9;1849.9;76659.0;76659.0;0;SERVICIOS
Empresa 2193;BOGOTA D.C.;44980.7;4487.5;4153.1;4153.1;0;COMERCIO
Empresa 2194;BOGOTA D.C.;44969.8;4433.3;14035.7;14035.7;0;SERVICIOS
Empresa 2195;BOGOTA D.C.;44927.5;8794.8;12517.4;12517.4;0;OTRO
Empresa 2196;BOGOTA D.C.;44918.1;669.7;18024.1;18024.1;0;COMERCIO
Empresa 2197;BOGOTA D.C.;44910.4;2607.4;6783.6;6783.6;0;COMERCIO
Empresa 2198;BOGOTA D.C.;44879.7;-4986.9;39860.3;39860.3;0;SERVICIOS
Empresa 2199;ANTIOQUIA;44878.3;659.0;13139.7;13139.7;1;COMERCIO
Empresa 2200;ATLANTICO;44871.6;381.2;24920.9;24920.9;0;COMERCIO
Empresa 2201;BOGOTA D.C.;44870.8;236.2;4772.6;4772.6;0;COMERCIO
Empresa 2202;CESAR;44870.1;-1090.8;16552.3;16552.3;0;MANUFACTURA
Empresa 2203;ATLANTICO;44863.7;2846.7;10776.4;10776.4;0;MANUFACTURA
Empresa 2204;ANTIOQUIA;44858.0;3228.4;16274.9;16274.9;1;MANUFACTURA
Empresa 2205;BOGOTA D.C.;44848.1;1160.7;12407.7;12407.7;0;SERVICIOS
Empresa 2206;ANTIOQUIA;44845.3;1499.1;27511.1;27511.1;1;COMERCIO
Empresa 2207;BOGOTA D.C.;44818.2;9303.6;13101.9;13101.9;0;SERVICIOS
Empresa 2208;ANTIOQUIA;44811.0;-237.7;2403.3;2403.3;1;SERVICIOS
Empresa 2209;CUNDINAMARCA;44776.7;3274.0;15462.9;15462.9;0;MANUFACTURA
Empresa 2210;ANTIOQUIA;44765.0;10266.5;51387.9;51387.9;1;OTRO
Empresa 2211;ANTIOQUIA;44762.3;1259.4;17266.8;17266.8;1;COMERCIO
Empresa 2212;ANTIOQUIA;44727.7;3889.4;32612.2;32612.2;1;OTRO
Empresa 2213;BOGOTA D.C.;44714.5;237.2;3990.2;3990.2;0;SERVICIOS
Empresa 2214;CALDAS;44712.2;4327.8;19054.6;19054.6;0;SERVICIOS
Empresa 2215;RISARALDA;44701.5;952.4;4321.3;4321.3;0;COMERCIO
Empresa 2216;SANTANDER;44692.1;705.6;23191.0;23191.0;0;COMERCIO
Empresa 2217;ANTIOQUIA;44679.5;132.7;37294.6;37294.6;1;OTRO
Empresa 2218;ANTIOQUIA;44648.9;-757.4;46967.1;46967.1;1;SERVICIOS
Empresa 2219;BOGOTA D.C.;44635.0;7986.7;109357.5;109357.5;0;SERVICIOS
Empresa 2220;CUNDINAMARCA;44633.8;1168.7;48012.5;48012.5;0;COMERCIO
Empresa 2221;VALLE;44622.3;1059.7;17105.4;17105.4;0;OTRO
Empresa 2222;BOLIVAR;44594.5;7137.6;35110.4;35110.4;0;MANUFACTURA
Empresa 2223;ANTIOQUIA;44591.7;-8566.5;45401.6;45401.6;1;MANUFACTURA
Empresa 2224;BOGOTA D.C.;44584.2;6674.9;7056.1;7056.1;0;SERVICIOS
Empresa 2225;BOGOTA D.C.;44559.2;11372.1;9954.0;9954.0;0;COMERCIO
Empresa 2226;BOLIVAR;44540.3;1221.3;31933.2;31933.2;0;OTRO
Empresa 2227;ANTIOQUIA;44533.9;116.6;2944.8;2944.8;1;COMERCIO
Empresa 2228;BOGOTA D.C.;44495.2;2490.2;7490.9;7490.9;0;SERVICIOS
Empresa 2229;ANTIOQUIA;44493.7;823.2;18380.4;18380.4;1;SERVICIOS
Empresa 2230;BOGOTA D.C.;44487.2;-5485.5;46037.6;46037.6;0;MANUFACTURA
Empresa 2231;BOGOTA D.C.;44480.0;-4828.7;36639.7;36639.7;0;SERVICIOS
Empresa 2232;ANTIOQUIA;44470.7;3260.3;11433.8;11433.8;1;COMERCIO
Empresa 2233;BOGOTA D.C.;44446.2;4360.8;11607.7;11607.7;0;COMERCIO
Empresa 2234;BOGOTA D.C.;44410.0;-32727.0;344835.0;344835.0;0;SERVICIOS
Empresa 2235;ATLANTICO;44390.5;1510.4;17487.7;17487.7;0;COMERCIO
Empresa 2236;BOGOTA D.C.;44368.4;478.9;6788.6;6788.6;0;SERVICIOS
Empresa 2237;CUNDINAMARCA;44336.5;459.2;20691.0;20691.0;0;OTRO
Empresa 2238;ANTIOQUIA;44328.9;1602.9;17357.5;17357.5;1;COMERCIO
Empresa 2239;ATLANTICO;44321.5;632.8;17070.7;17070.7;0;COMERCIO
Empresa 2240;BOGOTA D.C.;44306.6;1167.9;16228.7;16228.7;0;COMERCIO
Empresa 2241;CUNDINAMARCA;44294.3;3490.5;17588.0;17588.0;0;COMERCIO
Empresa 2242;CORDOBA;44269.4;-43.3;36132.2;36132.2;0;SERVICIOS
Empresa 2243;BOGOTA D.C.;44267.4;432.1;5954.4;5954.4;0;COMERCIO
Empresa 2244;BOGOTA D.C.;44264.6;-683.3;34876.1;34876.1;0;SERVICIOS
Empresa 2245;ATLANTICO;44264.2;4608.3;12210.9;12210.9;0;OTRO
Empresa 2246;VALLE;44256.5;32.0;60188.9;60188.9;0;OTRO
Empresa 2247;NARINO;44237.7;533.1;6623.5;6623.5;0;COMERCIO
Empresa 2248;BOGOTA D.C.;44237.5;1160.4;20585.0;20585.0;0;OTRO
Empresa 2249;BOGOTA D.C.;44228.2;1255.4;16363.4;16363.4;0;SERVICIOS
Empresa 2250;ANTIOQUIA;44209.4;3926.0;3945.1;3945.1;1;SERVICIOS
Empresa 2251;BOGOTA D.C.;44185.1;9384.9;78119.9;78119.9;0;OTRO
Empresa 2252;BOGOTA D.C.;44156.4;20.6;5614.3;5614.3;0;COMERCIO
Empresa 2253;BOGOTA D.C.;44115.4;4540.4;5349.3;5349.3;0;SERVICIOS
Empresa 2254;RISARALDA;44094.2;-81.7;11953.0;11953.0;0;MANUFACTURA
Empresa 2255;RISARALDA;44089.1;5720.5;9601.5;9601.5;0;SERVICIOS
Empresa 2256;ANTIOQUIA;44042.5;-64.0;18817.5;18817.5;1;COMERCIO
Empresa 2257;BOGOTA D.C.;44004.6;-1036.2;31596.3;31596.3;0;COMERCIO
Empresa 2258;ANTIOQUIA;44002.0;2267.7;19872.1;19872.1;1;SERVICIOS
Empresa 2259;CESAR;43954.2;4222.5;4495.4;4495.4;0;OTRO
Empresa 2260;RISARALDA;43952.0;2694.8;42873.6;42873.6;0;MANUFACTURA
Empresa 2261;CORDOBA;43948.7;9888.5;3245.0;3245.0;0;SERVICIOS
Empresa 2262;BOGOTA D.C.;43944.6;98583.2;143930.9;143930.9;0;SERVICIOS
Empresa 2263;BOGOTA D.C.;43913.8;-737.7;13659.3;13659.3;0;SERVICIOS
Empresa 2264;BOGOTA D.C.;43912.8;47633.7;214236.6;214236.6;0;SERVICIOS
Empresa 2265;CUNDINAMARCA;43906.7;2532.6;6544.4;6544.4;0;MANUFACTURA
Empresa 2266;ANTIOQUIA;43888.7;168.2;2725.2;2725.2;1;COMERCIO
Empresa 2267;BOGOTA D.C.;43814.8;1127.1;11847.0;11847.0;0;COMERCIO
Empresa 2268;ANTIOQUIA;43810.1;1436.2;22241.5;22241.5;1;OTRO
Empresa 2269;ANTIOQUIA;43804.7;1040.3;16874.5;16874.5;1;MANUFACTURA
Empresa 2270;VALLE;43762.6;2391.3;29893.5;29893.5;0;MANUFACTURA
Empresa 2271;BOGOTA D.C. ;43721.1;-1463.1;9128.0;9128.0;0;COMERCIO
Empresa 2272;CALDAS;43699.0;1502.4;9386.4;9386.4;0;OTRO
Empresa 2273;MAGDALENA;43663.7;847.8;7569.6;7569.6;0;COMERCIO
Empresa 2274;BOGOTA D.C.;43655.2;-374.0;25258.1;25258.1;0;COMERCIO
Empresa 2275;BOYACA;43651.4;68.9;10700.5;10700.5;0;COMERCIO
Empresa 2276;BOGOTA D.C.;43611.5;722.9;2770.0;2770.0;0;COMERCIO
Empresa 2277;BOGOTA D.C.;43563.0;251.2;28553.0;28553.0;0;OTRO
Empresa 2278;ANTIOQUIA;43547.1;283.0;3699.9;3699.9;1;COMERCIO
Empresa 2279;BOGOTA D.C.;43538.6;2273.4;7580.0;7580.0;0;SERVICIOS
Empresa 2280;META;43529.9;980.5;21417.1;21417.1;0;MANUFACTURA
Empresa 2281;BOGOTA D.C.;43507.0;-225.0;6316.0;6316.0;0;SERVICIOS
Empresa 2282;VALLE;43486.6;31.6;10178.3;10178.3;0;COMERCIO
Empresa 2283;ATLANTICO;43474.6;651.5;13380.7;13380.7;0;COMERCIO
Empresa 2284;CAUCA;43468.2;2578.6;6988.2;6988.2;0;SERVICIOS
Empresa 2285;SANTANDER;43442.1;179.2;52710.4;52710.4;0;SERVICIOS
Empresa 2286;BOGOTA D.C.;43441.1;-142.5;22883.5;22883.5;0;COMERCIO
Empresa 2287;BOGOTA D.C.;43420.3;2558.5;24115.9;24115.9;0;SERVICIOS
Empresa 2288;BOGOTA D.C.;43419.4;293.0;44086.4;44086.4;0;SERVICIOS
Empresa 2289;BOGOTA D.C.;43415.5;751.5;35520.2;35520.2;0;SERVICIOS
Empresa 2290;SANTANDER;43374.8;2690.6;20276.8;20276.8;0;COMERCIO
Empresa 2291;VALLE;43364.1;-702.0;18700.8;18700.8;0;COMERCIO
Empresa 2292;BOGOTA D.C.;43306.5;1268.6;39272.3;39272.3;0;COMERCIO
Empresa 2293;BOGOTA D.C.;43262.9;1110.1;14611.2;14611.2;0;COMERCIO
Empresa 2294;LA GUAJIRA;43246.1;748.6;17418.2;17418.2;0;SERVICIOS
Empresa 2295;BOGOTA D.C.;43237.8;375.3;54203.0;54203.0;0;OTRO
Empresa 2296;ANTIOQUIA;43225.9;2817.6;24325.8;24325.8;1;SERVICIOS
Empresa 2297;BOGOTA D.C.;43190.1;1394.2;14796.2;14796.2;0;COMERCIO
Empresa 2298;BOGOTA D.C.;43164.4;7134.6;45323.2;45323.2;0;COMERCIO
Empresa 2299;BOGOTA D.C.;43161.0;2635.2;7026.6;7026.6;0;COMERCIO
Empresa 2300;ATLANTICO;43152.3;-1966.4;13763.7;13763.7;0;MANUFACTURA
Empresa 2301;BOGOTA D.C.;43152.1;3721.8;70203.2;70203.2;0;SERVICIOS
Empresa 2302;CAUCA;43118.5;-1112.7;33685.6;33685.6;0;MANUFACTURA
Empresa 2303;ANTIOQUIA;43115.2;-9252.5;31717.2;31717.2;1;COMERCIO
Empresa 2304;BOGOTA D.C.;43101.8;-7644.4;42626.6;42626.6;0;SERVICIOS
Empresa 2305;VALLE;43099.3;484.6;10447.1;10447.1;0;COMERCIO
Empresa 2306;ANTIOQUIA;43096.3;1762.8;30371.3;30371.3;1;OTRO
Empresa 2307;BOGOTA D.C.;43095.9;-1930.2;76066.3;76066.3;0;OTRO
Empresa 2308;ANTIOQUIA;43094.2;3676.9;8603.3;8603.3;1;SERVICIOS
Empresa 2309;BOGOTA D.C.;43092.0;802.0;31734.5;31734.5;0;SERVICIOS
Empresa 2310;BOLIVAR;43081.5;4173.7;19161.3;19161.3;0;MANUFACTURA
Empresa 2311;BOGOTA D.C.;43071.9;2126.5;30535.8;30535.8;0;OTRO
Empresa 2312;BOGOTA D.C.;43048.6;2876.6;18270.7;18270.7;0;COMERCIO
Empresa 2313;BOGOTA D.C.;43033.8;1106.8;3709.2;3709.2;0;SERVICIOS
Empresa 2314;BOGOTA D.C.;43033.2;49.9;12716.4;12716.4;0;COMERCIO
Empresa 2315;CUNDINAMARCA;43018.9;2052.1;11495.0;11495.0;0;COMERCIO
Empresa 2316;RISARALDA;43009.1;1508.9;14473.0;14473.0;0;MANUFACTURA
Empresa 2317;BOGOTA D.C.;43008.8;120.7;7334.9;7334.9;0;COMERCIO
Empresa 2318;BOGOTA D.C.;43003.8;-34959.5;29738.8;29738.8;0;OTRO
Empresa 2319;ANTIOQUIA;42985.2;2059.5;21069.5;21069.5;1;SERVICIOS
Empresa 2320;BOGOTA D.C.;42984.1;1891.6;13472.7;13472.7;0;OTRO
Empresa 2321;BOGOTA D.C.;42933.5;2453.5;21565.9;21565.9;0;COMERCIO
Empresa 2322;CUNDINAMARCA;42898.3;847.6;8684.4;8684.4;0;MANUFACTURA
Empresa 2323;ANTIOQUIA;42850.3;6386.7;5886.7;5886.7;1;COMERCIO
Empresa 2324;BOGOTA D.C.;42830.1;6346.5;8781.1;8781.1;0;COMERCIO
Empresa 2325;ATLANTICO;42817.0;1760.3;17578.7;17578.7;0;COMERCIO
Empresa 2326;CUNDINAMARCA;42810.9;-37143.5;76989.1;76989.1;0;COMERCIO
Empresa 2327;BOGOTA D.C.;42790.8;2117.1;2427.8;2427.8;0;COMERCIO
Empresa 2328;ANTIOQUIA;42750.3;2082.2;23184.3;23184.3;1;OTRO
Empresa 2329;BOGOTA D.C.;42729.0;-747.4;24619.8;24619.8;0;SERVICIOS
Empresa 2330;VALLE;42721.7;636.5;8050.1;8050.1;0;SERVICIOS
Empresa 2331;RISARALDA;42701.4;113.6;14124.1;14124.1;0;MANUFACTURA
Empresa 2332;ANTIOQUIA;42662.2;2228.8;12742.3;12742.3;1;MANUFACTURA
Empresa 2333;VALLE;42646.5;1234.5;13532.8;13532.8;0;COMERCIO
Empresa 2334;BOGOTA D.C.;42617.7;-898.2;21780.6;21780.6;0;MANUFACTURA
Empresa 2335;CAUCA;42615.3;6331.4;11751.4;11751.4;0;MANUFACTURA
Empresa 2336;ATLANTICO;42601.4;812.7;32753.2;32753.2;0;SERVICIOS
Empresa 2337;CUNDINAMARCA;42598.4;495.3;8470.9;8470.9;0;MANUFACTURA
Empresa 2338;SANTANDER;42596.6;788.0;3468.7;3468.7;0;COMERCIO
Empresa 2339;BOGOTA D.C.;42586.0;1113.1;6615.7;6615.7;0;SERVICIOS
Empresa 2340;BOGOTA D.C.;42562.8;350.6;44164.0;44164.0;0;COMERCIO
Empresa 2341;BOGOTA D.C.;42520.1;3570.1;24332.8;24332.8;0;COMERCIO
Empresa 2342;BOGOTA D.C.;42506.8;-14615.8;19965.3;19965.3;0;SERVICIOS
Empresa 2343;NARINO;42492.0;112.9;2412.3;2412.3;0;COMERCIO
Empresa 2344;BOGOTA D.C.;42466.8;1638.8;16448.3;16448.3;0;OTRO
Empresa 2345;BOGOTA D.C.;42415.8;847.4;11498.6;11498.6;0;MANUFACTURA
Empresa 2346;QUINDIO;42397.2;1916.2;12902.1;12902.1;0;MANUFACTURA
Empresa 2347;BOGOTA D.C.;42376.5;-619.5;18565.8;18565.8;0;COMERCIO
Empresa 2348;BOGOTA D.C.;42353.7;1493.4;18100.7;18100.7;0;SERVICIOS
Empresa 2349;VALLE;42332.3;1908.7;24603.1;24603.1;0;MANUFACTURA
Empresa 2350;VALLE;42328.0;901.7;10509.2;10509.2;0;COMERCIO
Empresa 2351;RISARALDA;42311.6;963.7;12537.6;12537.6;0;COMERCIO
Empresa 2352;BOGOTA D.C.;42296.5;7977.1;9717.2;9717.2;0;MANUFACTURA
Empresa 2353;BOGOTA D.C.;42289.3;5324.5;11435.3;11435.3;0;MANUFACTURA
Empresa 2354;VALLE;42289.2;1756.8;27185.4;27185.4;0;SERVICIOS
Empresa 2355;NARINO;42266.0;151.4;3845.0;3845.0;0;COMERCIO
Empresa 2356;NORTE DE SANTANDER;42261.0;2940.8;84188.1;84188.1;0;OTRO
Empresa 2357;HUILA ;42256.3;1156.8;10952.6;10952.6;0;OTRO
Empresa 2358;ANTIOQUIA;42246.4;2595.6;5108.7;5108.7;1;SERVICIOS
Empresa 2359;HUILA ;42214.9;5503.8;5264.3;5264.3;0;SERVICIOS
Empresa 2360;VALLE;42183.3;44.4;15445.9;15445.9;0;COMERCIO
Empresa 2361;BOGOTA D.C. ;42177.8;53435.0;77193.2;77193.2;0;SERVICIOS
Empresa 2362;BOGOTA D.C.;42177.6;512.8;14448.3;14448.3;0;COMERCIO
Empresa 2363;BOLIVAR;42155.8;7659.5;19586.3;19586.3;0;OTRO
Empresa 2364;CAUCA;42116.6;5299.2;25020.6;25020.6;0;MANUFACTURA
Empresa 2365;ANTIOQUIA;42091.0;17601.0;53347.6;53347.6;1;SERVICIOS
Empresa 2366;VALLE;42086.6;617.1;20927.9;20927.9;0;MANUFACTURA
Empresa 2367;ATLANTICO;42086.1;879.1;51449.5;51449.5;0;OTRO
Empresa 2368;LA GUAJIRA;42047.9;3211.7;48823.2;48823.2;0;SERVICIOS
Empresa 2369;CASANARE;41997.6;4700.4;11700.1;11700.1;0;SERVICIOS
Empresa 2370;ANTIOQUIA;41970.1;3362.9;46016.7;46016.7;1;SERVICIOS
Empresa 2371;ATLANTICO;41966.5;2619.5;12957.7;12957.7;0;SERVICIOS
Empresa 2372;BOGOTA D.C.;41941.5;2356.8;20215.6;20215.6;0;COMERCIO
Empresa 2373;NORTE DE SANTANDER;41917.9;778.8;7868.1;7868.1;0;MANUFACTURA
Empresa 2374;BOGOTA D.C.;41915.3;3844.2;39868.1;39868.1;0;MANUFACTURA
Empresa 2375;ANTIOQUIA;41912.4;7150.8;40051.7;40051.7;1;SERVICIOS
Empresa 2376;BOGOTA D.C. ;41897.4;37045.6;41018.6;41018.6;0;OTRO
Empresa 2377;VALLE;41873.6;357.2;17386.7;17386.7;0;COMERCIO
Empresa 2378;ANTIOQUIA;41864.3;2333.7;12497.4;12497.4;1;SERVICIOS
Empresa 2379;CESAR;41843.7;3606.8;10775.9;10775.9;0;SERVICIOS
Empresa 2380;BOGOTA D.C.;41822.9;1165.3;11657.7;11657.7;0;COMERCIO
Empresa 2381;BOGOTA D.C.;41816.0;1639.4;18780.4;18780.4;0;OTRO
Empresa 2382;BOGOTA D.C.;41804.3;2430.1;11540.4;11540.4;0;MANUFACTURA
Empresa 2383;ANTIOQUIA;41801.5;3243.0;22648.9;22648.9;1;SERVICIOS
Empresa 2384;NARINO;41770.2;1141.6;19125.1;19125.1;0;SERVICIOS
Empresa 2385;BOGOTA D.C.;41764.0;2115.1;10647.4;10647.4;0;OTRO
Empresa 2386;ANTIOQUIA;41757.7;515.4;11541.0;11541.0;1;COMERCIO
Empresa 2387;BOLIVAR;41736.6;7942.1;49739.2;49739.2;0;SERVICIOS
Empresa 2388;HUILA ;41707.2;322.5;26216.7;26216.7;0;COMERCIO
Empresa 2389;BOGOTA D.C.;41696.6;1096.4;8516.2;8516.2;0;SERVICIOS
Empresa 2390;BOGOTA D.C.;41695.0;2120.7;25813.0;25813.0;0;SERVICIOS
Empresa 2391;ATLANTICO;41687.9;1028.2;18960.8;18960.8;0;OTRO
Empresa 2392;SANTANDER;41677.5;289.6;12044.3;12044.3;0;COMERCIO
Empresa 2393;ANTIOQUIA;41675.4;2537.6;7250.1;7250.1;1;SERVICIOS
Empresa 2394;TOLIMA;41641.9;1666.6;19593.0;19593.0;0;OTRO
Empresa 2395;ANTIOQUIA;41639.8;875.1;23140.0;23140.0;1;OTRO
Empresa 2396;VALLE;41613.3;-803.6;10360.2;10360.2;0;COMERCIO
Empresa 2397;VALLE;41589.2;1779.1;12154.4;12154.4;0;COMERCIO
Empresa 2398;VALLE;41585.8;1548.4;29573.8;29573.8;0;MANUFACTURA
