RAZON;DEPARTAMENTO DOMICILIO;INGRESOS;GANANCIA;ACTIVOS;PASIVOS;CATE;SECTOR
Empresa 4574;VALLE;22641.8;-446.4;5678.8;5678.8;0;OTRO
Empresa 4575;HUILA ;22634.8;584.8;3408.8;3408.8;0;OTRO
Empresa 4576;SANTANDER;22633.4;1491.2;10560.6;10560.6;0;COMERCIO
Empresa 4577;MAGDALENA;22633.2;267.5;28571.3;28571.3;0;OTRO
Empresa 4578;BOGOTA D.C.;22631.2;329.8;20510.5;20510.5;0;SERVICIOS
Empresa 4579;BOGOTA D.C.;22623.7;1095.1;6061.4;6061.4;0;COMERCIO
Empresa 4580;VALLE;22617.8;-2595.8;15786.3;15786.3;0;MANUFACTURA
Empresa 4581;ANTIOQUIA;22610.9;112.7;13847.0;13847.0;1;MANUFACTURA
Empresa 4582;ANTIOQUIA;22609.0;579.9;11328.8;11328.8;1;MANUFACTURA
Empresa 4583;BOGOTA D.C.;22608.8;-2720.8;59203.9;59203.9;0;OTRO
Empresa 4584;BOGOTA D.C.;22603.1;-3997.9;35435.3;35435.3;0;MANUFACTURA
Empresa 4585;CUNDINAMARCA;22589.9;-12051.5;50021.6;50021.6;0;OTRO
Empresa 4586;BOGOTA D.C.;22569.1;51.7;11336.7;11336.7;0;COMERCIO
Empresa 4587;SANTANDER;22560.9;3605.0;5978.3;5978.3;0;MANUFACTURA
Empresa 4588;ANTIOQUIA;22556.9;323.3;13261.2;13261.2;1;OTRO
Empresa 4589;ANTIOQUIA;22556.0;1178.7;19625.8;19625.8;1;SERVICIOS
Empresa 4590;SANTANDER;22552.0;717.3;15618.2;15618.2;0;SERVICIOS
Empresa 4591;VALLE;22550.7;905.2;13110.9;13110.9;0;MANUFACTURA
Empresa 4592;VALLE;22549.3;1537.1;17800.1;17800.1;0;MANUFACTURA
Empresa 4593;CUNDINAMARCA;22543.0;1206.2;6106.6;6106.6;0;COMERCIO
Empresa 4594;BOGOTA D.C.;22535.6;650.8;2421.8;2421.8;0;SERVICIOS
Empresa 4595;ANTIOQUIA;22532.3;4927.2;91210.9;91210.9;1;SERVICIOS
Empresa 4596;VALLE;22528.6;2693.0;9080.2;9080.2;0;OTRO
Empresa 4597;ARAUCA;22521.2;503.4;3840.0;3840.0;0;COMERCIO
Empresa 4598;ANTIOQUIA;22508.8;-81.7;11173.2;11173.2;1;SERVICIOS
Empresa 4599;CAUCA;22507.5;-252.2;25222.1;25222.1;0;OTRO
Empresa 4600;BOGOTA D.C.;22506.8;3120.6;11910.7;11910.7;0;OTRO
Empresa 4601;VALLE;22505.9;206.1;16668.5;16668.5;0;OTRO
Empresa 4602;BOGOTA D.C.;22495.3;-4485.8;70210.0;70210.0;0;SERVICIOS
Empresa 4603;VALLE;22495.0;-799.4;9457.6;9457.6;0;COMERCIO
Empresa 4604;ANTIOQUIA;22487.8;2349.5;7353.5;7353.5;1;SERVICIOS
Empresa 4605;BOGOTA D.C.;22477.3;462.1;6832.8;6832.8;0;COMERCIO
Empresa 4606;BOGOTA D.C.;22474.2;192.2;66685.2;66685.2;0;SERVICIOS
Empresa 4607;SANTANDER;22472.1;-557.7;4085.9;4085.9;0;COMERCIO
Empresa 4608;META;22460.7;839.9;7647.0;7647.0;0;MANUFACTURA
Empresa 4609;ANTIOQUIA;22457.6;150.7;13908.0;13908.0;1;OTRO
Empresa 4610;SANTANDER;22455.3;1613.2;1056.4;1056.4;0;OTRO
Empresa 4611;CESAR;22451.8;562.3;2798.2;2798.2;0;SERVICIOS
Empresa 4612;SANTANDER;22451.4;446.2;5494.7;5494.7;0;COMERCIO
Empresa 4613;BOGOTA D.C.;22449.6;11765.2;6961.4;6961.4;0;SERVICIOS
Empresa 4614;CUNDINAMARCA;22449.6;1863.3;17729.0;17729.0;0;MANUFACTURA
Empresa 4615;ANTIOQUIA;22445.6;327.1;3610.0;3610.0;1;COMERCIO
Empresa 4616;ANTIOQUIA;22435.3;413.7;6145.5;6145.5;1;COMERCIO
Empresa 4617;BOGOTA D.C.;22427.1;715.4;4395.5;4395.5;0;COMERCIO
Empresa 4618;ANTIOQUIA;22416.6;230.0;13432.8;13432.8;1;MANUFACTURA
Empresa 4619;ANTIOQUIA;22416.5;632.7;13466.4;13466.4;1;MANUFACTURA
Empresa 4620;NARINO;22414.9;867.7;14018.1;14018.1;0;SERVICIOS
Empresa 4621;BOGOTA D.C.;22384.5;815.9;8190.1;8190.1;0;SERVICIOS
Empresa 4622;BOGOTA D.C.;22380.5;377.9;3154.4;3154.4;0;COMERCIO
Empresa 4623;BOGOTA D.C.;22372.4;259.1;8734.4;8734.4;0;COMERCIO
Empresa 4624;CUNDINAMARCA;22367.8;841.5;5252.9;5252.9;0;MANUFACTURA
Empresa 4625;CORDOBA;22360.4;928.7;2374.8;2374.8;0;OTRO
Empresa 4626;ANTIOQUIA;22355.5;1942.4;16764.5;16764.5;1;MANUFACTURA
Empresa 4627;BOGOTA D.C.;22341.0;2649.2;6054.2;6054.2;0;SERVICIOS
Empresa 4628;QUINDIO;22333.6;-45.7;13939.2;13939.2;0;COMERCIO
Empresa 4629;CORDOBA;22332.4;1863.0;1546.5;1546.5;0;SERVICIOS
Empresa 4630;SANTANDER;22330.2;2362.3;15341.3;15341.3;0;SERVICIOS
Empresa 4631;ANTIOQUIA;22323.8;757.1;4541.0;4541.0;1;MANUFACTURA
Empresa 4632;NORTE DE SANTANDER;22320.4;801.0;2466.1;2466.1;0;COMERCIO
Empresa 4633;ANTIOQUIA;22320.0;769.5;11104.4;11104.4;1;MANUFACTURA
Empresa 4634;ANTIOQUIA;22298.6;1797.5;8137.2;8137.2;1;SERVICIOS
Empresa 4635;VALLE;22293.3;105.6;6953.3;6953.3;0;MANUFACTURA
Empresa 4636;BOGOTA D.C.;22291.4;4097.2;913.7;913.7;0;OTRO
Empresa 4637;CAUCA;22290.6;100.6;4015.9;4015.9;0;MANUFACTURA
Empresa 4638;ANTIOQUIA;22287.3;842.4;4435.8;4435.8;1;SERVICIOS
Empresa 4639;CUNDINAMARCA;22287.2;428.0;3712.5;3712.5;0;COMERCIO
Empresa 4640;ANTIOQUIA;22286.6;-126.8;29221.3;29221.3;1;OTRO
Empresa 4641;ANTIOQUIA;22278.9;1489.8;3362.0;3362.0;1;MANUFACTURA
Empresa 4642;ANTIOQUIA;22269.3;1373.5;1372.8;1372.8;1;COMERCIO
Empresa 4643;BOGOTA D.C.;22268.6;1260.0;5593.4;5593.4;0;COMERCIO
Empresa 4644;META;22264.8;842.8;4578.8;4578.8;0;OTRO
Empresa 4645;BOGOTA D.C.;22262.8;1699.1;4587.0;4587.0;0;MANUFACTURA
Empresa 4646;TOLIMA;22260.8;299.7;5867.2;5867.2;0;COMERCIO
Empresa 4647;BOGOTA D.C.;22246.4;276.4;3927.7;3927.7;0;SERVICIOS
Empresa 4648;CAUCA;22244.5;714.3;10481.8;10481.8;0;OTRO
Empresa 4649;BOGOTA D.C.;22236.6;-27709.7;52841.2;52841.2;0;OTRO
Empresa 4650;CUNDINAMARCA;22231.1;2374.1;5292.5;5292.5;0;COMERCIO
Empresa 4651;BOGOTA D.C. ;22226.2;500.9;13921.4;13921.4;0;MANUFACTURA
Empresa 4652;ANTIOQUIA;22212.3;1267.9;12273.3;12273.3;1;MANUFACTURA
Empresa 4653;ANTIOQUIA;22207.2;585.2;21301.3;21301.3;1;SERVICIOS
Empresa 4654;BOGOTA D.C. ;22204.7;328.5;11726.6;11726.6;0;SERVICIOS
Empresa 4655;BOGOTA D.C.;22204.2;195.4;6321.4;6321.4;0;COMERCIO
Empresa 4656;BOGOTA D.C.;22192.6;1196.9;1598.5;1598.5;0;MANUFACTURA
Empresa 4657;BOGOTA D.C.;22187.7;392.7;5427.1;5427.1;0;COMERCIO
Empresa 4658;ANTIOQUIA;22183.4;-954.6;9496.8;9496.8;1;MANUFACTURA
Empresa 4659;RISARALDA;22180.2;1007.1;8225.1;8225.1;0;MANUFACTURA
Empresa 4660;ANTIOQUIA;22162.5;899.1;13235.1;13235.1;1;SERVICIOS
Empresa 4661;ANTIOQUIA;22160.9;857.1;12212.6;12212.6;1;MANUFACTURA
Empresa 4662;BOYACA;22158.8;1223.1;6943.1;6943.1;0;SERVICIOS
Empresa 4663;ANTIOQUIA;22156.3;1839.2;7189.4;7189.4;1;SERVICIOS
Empresa 4664;BOGOTA D.C.;22152.9;3531.9;9716.0;9716.0;0;SERVICIOS
Empresa 4665;SANTANDER;22152.3;581.6;16761.1;16761.1;0;COMERCIO
Empresa 4666;CAUCA;22143.0;2969.0;5794.7;5794.7;0;SERVICIOS
Empresa 4667;ANTIOQUIA;22136.1;1593.9;13595.4;13595.4;1;OTRO
Empresa 4668;AMAZONAS;22132.4;668.2;5504.3;5504.3;0;COMERCIO
Empresa 4669;SANTANDER;22132.0;1134.5;10047.8;10047.8;0;COMERCIO
Empresa 4670;BOGOTA D.C.;22131.7;1214.6;2521.5;2521.5;0;OTRO
Empresa 4671;ATLANTICO;22125.4;3103.1;4114.0;4114.0;0;SERVICIOS
Empresa 4672;BOGOTA D.C.;22121.3;-2988.0;20614.5;20614.5;0;SERVICIOS
Empresa 4673;BOGOTA D.C.;22116.1;530.0;2426.7;2426.7;0;SERVICIOS
Empresa 4674;BOGOTA D.C.;22108.0;8093.7;4402.1;4402.1;0;MANUFACTURA
Empresa 4675;CHOCO ;22104.8;-280.9;4671.8;4671.8;0;COMERCIO
Empresa 4676;BOGOTA D.C.;22095.5;405.1;20484.6;20484.6;0;SERVICIOS
Empresa 4677;SANTANDER;22091.3;6899.7;4547.6;4547.6;0;SERVICIOS
Empresa 4678;BOGOTA D.C.;22087.2;15.3;19422.2;19422.2;0;COMERCIO
Empresa 4679;BOLIVAR;22084.9;-3583.5;14177.1;14177.1;0;MANUFACTURA
Empresa 4680;ANTIOQUIA;22084.2;1806.7;3623.5;3623.5;1;COMERCIO
Empresa 4681;CUNDINAMARCA;22081.5;515.8;12947.6;12947.6;0;MANUFACTURA
Empresa 4682;CUNDINAMARCA;22079.7;397.6;6914.8;6914.8;0;MANUFACTURA
Empresa 4683;BOGOTA D.C.;22078.2;9162.7;20595.0;20595.0;0;SERVICIOS
Empresa 4684;VALLE;22076.2;1059.4;10607.8;10607.8;0;MANUFACTURA
Empresa 4685;VALLE;22074.7;1647.3;7425.2;7425.2;0;MANUFACTURA
Empresa 4686;BOGOTA D.C.;22069.8;1184.0;5276.9;5276.9;0;OTRO
Empresa 4687;ATLANTICO;22068.9;3266.6;15637.0;15637.0;0;SERVICIOS
Empresa 4688;BOGOTA D.C.;22065.3;2120.5;4518.6;4518.6;0;MANUFACTURA
Empresa 4689;CUNDINAMARCA;22063.0;523.5;5292.3;5292.3;0;MANUFACTURA
Empresa 4690;NARINO;22058.1;5014.7;3230.9;3230.9;0;SERVICIOS
Empresa 4691;CAUCA;22044.4;-38.6;241.5;241.5;0;SERVICIOS
Empresa 4692;BOGOTA D.C.;22043.4;-438.2;4487.3;4487.3;0;MANUFACTURA
Empresa 4693;CESAR;22041.1;-7885.2;36711.8;36711.8;0;MANUFACTURA
Empresa 4694;BOGOTA D.C.;22034.6;222.9;26584.8;26584.8;0;COMERCIO
Empresa 4695;VALLE;22033.3;1569.1;1711.0;1711.0;0;OTRO
Empresa 4696;SANTANDER;22028.3;307.3;5005.8;5005.8;0;SERVICIOS
Empresa 4697;VALLE;22024.7;53.3;8421.7;8421.7;0;MANUFACTURA
Empresa 4698;ANTIOQUIA;22022.0;-176.6;19718.7;19718.7;1;COMERCIO
Empresa 4699;NARINO;22021.6;464.8;817.0;817.0;0;SERVICIOS
Empresa 4700;ANTIOQUIA;22019.0;277.2;11688.2;11688.2;1;MANUFACTURA
Empresa 4701;ANTIOQUIA;22003.0;653.8;7128.3;7128.3;1;COMERCIO
Empresa 4702;BOGOTA D.C.;21984.8;183.4;311470.4;311470.4;0;SERVICIOS
Empresa 4703;BOGOTA D.C.;21984.1;-2821.3;40927.1;40927.1;0;OTRO
Empresa 4704;VALLE;21980.6;705.0;21782.4;21782.4;0;SERVICIOS
Empresa 4705;CUNDINAMARCA;21979.1;1988.0;8752.0;8752.0;0;COMERCIO
Empresa 4706;BOGOTA D.C.;21975.3;435.7;7971.0;7971.0;0;SERVICIOS
Empresa 4707;BOGOTA D.C.;21971.1;-2197.2;15687.7;15687.7;0;COMERCIO
Empresa 4708;CUNDINAMARCA;21968.1;294.1;10107.8;10107.8;0;MANUFACTURA
Empresa 4709;MAGDALENA;21953.7;-69.7;4797.7;4797.7;0;OTRO
Empresa 4710;SANTANDER;21949.6;2833.5;20796.2;20796.2;0;OTRO
Empresa 4711;CUNDINAMARCA;21939.0;384.4;2134.1;2134.1;0;COMERCIO
Empresa 4712;ANTIOQUIA;21931.7;2706.7;6963.3;6963.3;1;COMERCIO
Empresa 4713;NARINO;21919.1;-69.0;3117.0;3117.0;0;COMERCIO
Empresa 4714;ANTIOQUIA;21911.4;1438.2;5244.5;5244.5;1;COMERCIO
Empresa 4715;NARINO;21910.5;366.6;7321.4;7321.4;0;COMERCIO
Empresa 4716;NORTE DE SANTANDER;21902.9;593.3;1222.2;1222.2;0;COMERCIO
Empresa 4717;BOGOTA D.C.;21902.7;3009.2;5078.9;5078.9;0;COMERCIO
Empresa 4718;TOLIMA;21900.1;1334.9;21261.6;21261.6;0;SERVICIOS
Empresa 4719;BOGOTA D.C.;21898.2;520.5;22875.1;22875.1;0;SERVICIOS
Empresa 4720;ANTIOQUIA;21891.6;285.0;4479.8;4479.8;1;COMERCIO
Empresa 4721;BOGOTA D.C.;21881.1;-55.2;18049.0;18049.0;0;COMERCIO
Empresa 4722;BOLIVAR;21880.2;480.9;4365.2;4365.2;0;COMERCIO
Empresa 4723;RISARALDA;21876.4;1419.7;26257.7;26257.7;0;OTRO
Empresa 4724;BOLIVAR;21870.5;3031.1;4246.6;4246.6;0;COMERCIO
Empresa 4725;BOGOTA D.C.;21869.2;48.0;1525.4;1525.4;0;SERVICIOS
Empresa 4726;BOGOTA D.C.;21867.8;1085.7;660.7;660.7;0;OTRO
Empresa 4727;BOGOTA D.C.;21863.0;248.1;10150.2;10150.2;0;SERVICIOS
Empresa 4728;BOGOTA D.C.;21856.8;1012.7;19700.3;19700.3;0;OTRO
Empresa 4729;BOLIVAR;21853.4;818.5;1540.1;1540.1;0;SERVICIOS
Empresa 4730;RISARALDA;21848.5;319.0;4496.9;4496.9;0;COMERCIO
Empresa 4731;ANTIOQUIA;21848.5;-564.7;26492.9;26492.9;1;COMERCIO
Empresa 4732;ANTIOQUIA;21842.6;484.0;2436.6;2436.6;1;COMERCIO
Empresa 4733;VALLE;21840.2;70.6;21884.3;21884.3;0;SERVICIOS
Empresa 4734;BOGOTA D.C.;21839.9;1314.6;10962.8;10962.8;0;MANUFACTURA
Empresa 4735;ANTIOQUIA;21824.8;-4534.9;47881.0;47881.0;1;SERVICIOS
Empresa 4736;ANTIOQUIA;21821.8;1430.1;3718.2;3718.2;1;MANUFACTURA
Empresa 4737;BOLIVAR;21820.6;927.3;3397.1;3397.1;0;OTRO
Empresa 4738;BOGOTA D.C.;21810.3;37.1;8172.3;8172.3;0;COMERCIO
Empresa 4739;CUNDINAMARCA;21806.9;372.2;6245.2;6245.2;0;COMERCIO
Empresa 4740;BOGOTA D.C.;21796.3;891.8;14175.3;14175.3;0;SERVICIOS
Empresa 4741;SANTANDER;21796.2;466.6;4864.3;4864.3;0;COMERCIO
Empresa 4742;BOGOTA D.C.;21794.8;1375.1;3043.0;3043.0;0;SERVICIOS
Empresa 4743;ANTIOQUIA;21792.6;2285.5;31320.7;31320.7;1;COMERCIO
Empresa 4744;BOGOTA D.C.;21789.8;3199.1;12028.1;12028.1;0;OTRO
Empresa 4745;ANTIOQUIA;21785.1;441.8;509.9;509.9;1;COMERCIO
Empresa 4746;BOLIVAR;21779.4;1989.2;6362.8;6362.8;0;SERVICIOS
Empresa 4747;ANTIOQUIA;21776.9;408.2;7102.6;7102.6;1;SERVICIOS
Empresa 4748;BOGOTA D.C.;21771.7;12180.5;7511.8;7511.8;0;SERVICIOS
Empresa 4749;ANTIOQUIA;21768.5;1212.7;4643.4;4643.4;1;COMERCIO
Empresa 4750;CUNDINAMARCA;21755.6;464.7;4142.2;4142.2;0;COMERCIO
Empresa 4751;SANTANDER;21755.6;1193.3;4030.3;4030.3;0;COMERCIO
Empresa 4752;BOGOTA D.C.;21750.3;105.8;5072.8;5072.8;0;COMERCIO
Empresa 4753;BOGOTA D.C. ;21743.0;-750.3;18435.4;18435.4;0;COMERCIO
Empresa 4754;BOGOTA D.C.;21738.9;360.6;7849.6;7849.6;0;SERVICIOS
Empresa 4755;CUNDINAMARCA;21732.9;495.3;4693.2;4693.2;0;OTRO
Empresa 4756;NORTE DE SANTANDER;21732.4;970.6;6264.3;6264.3;0;OTRO
Empresa 4757;BOGOTA D.C.;21722.3;2147.1;8098.1;8098.1;0;MANUFACTURA
Empresa 4758;BOGOTA D.C.;21721.1;430.3;12874.5;12874.5;0;MANUFACTURA
Empresa 4759;BOGOTA D.C.;21721.0;-2980.9;16227.9;16227.9;0;OTRO
Empresa 4760;BOGOTA D.C.;21718.7;1869.0;24228.1;24228.1;0;SERVICIOS
Empresa 4761;BOGOTA D.C.;21715.1;421.3;11066.6;11066.6;0;SERVICIOS
Empresa 4762;BOGOTA D.C.;21714.3;2729.9;25929.8;25929.8;0;SERVICIOS
Empresa 4763;META;21702.0;111.5;5349.0;5349.0;0;COMERCIO
Empresa 4764;NARINO;21697.7;2086.8;33977.9;33977.9;0;SERVICIOS
Empresa 4765;BOGOTA D.C.;21695.1;355.4;2648.8;2648.8;0;COMERCIO
Empresa 4766;BOGOTA D.C.;21692.3;448.7;11840.6;11840.6;0;OTRO
Empresa 4767;ANTIOQUIA;21686.5;810.8;1295.4;1295.4;1;COMERCIO
Empresa 4768;BOGOTA D.C.;21686.4;200.3;10071.3;10071.3;0;OTRO
Empresa 4769;CUNDINAMARCA;21677.5;1790.8;6468.6;6468.6;0;COMERCIO
Empresa 4770;BOLIVAR;21674.1;454.8;11347.0;11347.0;0;SERVICIOS
Empresa 4771;ANTIOQUIA;21673.8;885.3;11856.9;11856.9;1;OTRO
Empresa 4772;ATLANTICO;21665.2;-1435.5;36279.6;36279.6;0;MANUFACTURA
Empresa 4773;BOGOTA D.C.;21658.3;266.9;5786.2;5786.2;0;SERVICIOS
Empresa 4774;BOGOTA D.C.;21656.1;1688.2;3595.1;3595.1;0;SERVICIOS
Empresa 4775;CUNDINAMARCA;21652.0;1831.5;1017.1;1017.1;0;MANUFACTURA
Empresa 4776;VALLE;21646.4;-366.0;42559.4;42559.4;0;OTRO
Empresa 4777;BOGOTA D.C.;21636.5;679.0;23376.9;23376.9;0;OTRO
Empresa 4778;ANTIOQUIA;21636.2;501.2;5096.9;5096.9;1;SERVICIOS
Empresa 4779;BOGOTA D.C.;21636.0;1639.6;7400.7;7400.7;0;OTRO
Empresa 4780;ANTIOQUIA;21632.5;279.1;6853.2;6853.2;1;MANUFACTURA
Empresa 4781;ATLANTICO;21622.9;2067.5;176434.9;176434.9;0;OTRO
Empresa 4782;ANTIOQUIA;21620.2;2002.0;80451.0;80451.0;1;OTRO
Empresa 4783;BOGOTA D.C.;21613.9;391.6;8056.6;8056.6;0;MANUFACTURA
Empresa 4784;BOGOTA D.C.;21606.0;4576.0;4704.1;4704.1;0;OTRO
Empresa 4785;BOGOTA D.C.;21603.6;242.3;1734.3;1734.3;0;COMERCIO
Empresa 4786;ARAUCA;21598.4;2381.3;11971.6;11971.6;0;SERVICIOS
Empresa 4787;BOGOTA D.C.;21592.8;436.0;12706.9;12706.9;0;SERVICIOS
Empresa 4788;BOLIVAR;21591.6;558.6;14961.4;14961.4;0;SERVICIOS
Empresa 4789;ANTIOQUIA;21583.2;149.2;7322.3;7322.3;1;SERVICIOS
Empresa 4790;BOGOTA D.C.;21581.5;277.7;7970.7;7970.7;0;MANUFACTURA
Empresa 4791;BOGOTA D.C.;21579.6;5868.5;13867.0;13867.0;0;SERVICIOS
Empresa 4792;CUNDINAMARCA;21564.0;730.7;8303.5;8303.5;0;COMERCIO
Empresa 4793;BOGOTA D.C.;21558.6;420.9;3166.5;3166.5;0;SERVICIOS
Empresa 4794;BOGOTA D.C.;21557.0;-700.4;21165.0;21165.0;0;SERVICIOS
Empresa 4795;BOGOTA D.C.;21555.9;1865.7;4352.0;4352.0;0;SERVICIOS
Empresa 4796;MAGDALENA;21549.7;3996.5;8754.4;8754.4;0;SERVICIOS
Empresa 4797;ATLANTICO;21547.2;53.4;3121.0;3121.0;0;COMERCIO
Empresa 4798;BOGOTA D.C.;21541.6;17796.5;73045.6;73045.6;0;SERVICIOS
Empresa 4799;VALLE;21526.8;5383.5;14316.0;14316.0;0;MANUFACTURA
Empresa 4800;ANTIOQUIA;21523.7;769.4;8302.2;8302.2;1;OTRO
Empresa 4801;BOGOTA D.C.;21523.4;1703.0;5996.1;5996.1;0;COMERCIO
Empresa 4802;VALLE;21520.5;409.3;2257.4;2257.4;0;COMERCIO
Empresa 4803;ANTIOQUIA;21506.6;29.6;1373.2;1373.2;1;SERVICIOS
Empresa 4804;ANTIOQUIA;21506.2;-658.9;34702.6;34702.6;1;SERVICIOS
Empresa 4805;CUNDINAMARCA;21503.3;777.7;23819.3;23819.3;0;COMERCIO
Empresa 4806;BOGOTA D.C.;21498.9;969.0;3193.0;3193.0;0;OTRO
Empresa 4807;ANTIOQUIA;21493.9;488.0;7032.4;7032.4;1;MANUFACTURA
Empresa 4808;ATLANTICO;21493.7;2278.0;8286.3;8286.3;0;COMERCIO
Empresa 4809;CUNDINAMARCA;21484.8;261.5;10191.5;10191.5;0;COMERCIO
Empresa 4810;BOGOTA D.C.;21482.4;238.7;9897.9;9897.9;0;SERVICIOS
Empresa 4811;BOGOTA D.C.;21468.1;248.4;5588.5;5588.5;0;MANUFACTURA
Empresa 4812;NARINO;21462.3;-1748.4;15559.6;15559.6;0;SERVICIOS
Empresa 4813;QUINDIO;21455.8;2663.2;13556.3;13556.3;0;SERVICIOS
Empresa 4814;ANTIOQUIA;21446.6;98.9;10781.2;10781.2;1;COMERCIO
Empresa 4815;BOLIVAR;21437.7;1017.6;14972.0;14972.0;0;COMERCIO
Empresa 4816;ANTIOQUIA;21433.6;4.0;29125.7;29125.7;1;SERVICIOS
Empresa 4817;ATLANTICO;21430.1;2359.2;2015.1;2015.1;0;COMERCIO
Empresa 4818;BOGOTA D.C.;21428.0;1829.1;20989.2;20989.2;0;MANUFACTURA
Empresa 4819;ATLANTICO;21418.5;1064.9;2077.3;2077.3;0;COMERCIO
Empresa 4820;BOGOTA D.C.;21415.8;1658.9;9623.6;9623.6;0;SERVICIOS
Empresa 4821;META;21415.3;-272.2;9114.1;9114.1;0;MANUFACTURA
Empresa 4822;SANTANDER;21411.3;488.5;10373.7;10373.7;0;OTRO
Empresa 4823;BOGOTA D.C.;21407.3;1476.5;15308.2;15308.2;0;MANUFACTURA
Empresa 4824;ANTIOQUIA;21404.5;-8622.8;14299.6;14299.6;1;COMERCIO
Empresa 4825;CUNDINAMARCA;21402.3;3.9;2383.3;2383.3;0;SERVICIOS
Empresa 4826;CORDOBA;21400.9;633.4;1084.4;1084.4;0;SERVICIOS
Empresa 4827;CAQUETA;21396.6;538.3;4512.8;4512.8;0;COMERCIO
Empresa 4828;ATLANTICO;21389.7;-7224.2;256214.7;256214.7;0;OTRO
Empresa 4829;ANTIOQUIA;21384.8;719.6;3548.0;3548.0;1;MANUFACTURA
Empresa 4830;BOGOTA D.C.;21381.6;213.7;3500.8;3500.8;0;COMERCIO
Empresa 4831;BOGOTA D.C.;21369.5;716.5;6647.0;6647.0;0;MANUFACTURA
Empresa 4832;ANTIOQUIA;21368.0;908.3;8349.6;8349.6;1;MANUFACTURA
Empresa 4833;BOGOTA D.C.;21352.1;477.1;20790.1;20790.1;0;COMERCIO
Empresa 4834;ATLANTICO;21350.7;378.8;20214.7;20214.7;0;COMERCIO
Empresa 4835;ANTIOQUIA;21350.3;1045.7;2306.1;2306.1;1;SERVICIOS
Empresa 4836;CESAR;21326.0;563.0;1815.0;1815.0;0;COMERCIO
Empresa 4837;BOGOTA D.C.;21322.7;47.7;19177.4;19177.4;0;COMERCIO
Empresa 4838;ANTIOQUIA;21322.4;494.7;6252.8;6252.8;1;OTRO
Empresa 4839;SANTANDER;21313.3;350.6;2835.9;2835.9;0;COMERCIO
Empresa 4840;ARAUCA;21313.3;-273.4;22565.2;22565.2;0;SERVICIOS
Empresa 4841;BOGOTA D.C.;21312.7;2922.9;4500.0;4500.0;0;COMERCIO
Empresa 4842;BOGOTA D.C.;21306.8;563.2;12560.0;12560.0;0;COMERCIO
Empresa 4843;BOGOTA D.C.;21306.4;996.7;7156.3;7156.3;0;COMERCIO
Empresa 4844;BOGOTA D.C.;21296.3;822.1;8437.3;8437.3;0;SERVICIOS
Empresa 4845;ATLANTICO;21292.5;2643.8;10829.6;10829.6;0;MANUFACTURA
Empresa 4846;ANTIOQUIA;21286.2;16810.7;11248.2;11248.2;1;SERVICIOS
Empresa 4847;CORDOBA;21280.7;-737.0;9050.7;9050.7;0;SERVICIOS
Empresa 4848;BOGOTA D.C.;21277.9;1111.6;18497.0;18497.0;0;MANUFACTURA
Empresa 4849;CORDOBA;21274.3;769.4;14067.3;14067.3;0;OTRO
Empresa 4850;SANTANDER;21273.5;3342.1;74609.1;74609.1;0;OTRO
Empresa 4851;BOGOTA D.C.;21266.2;751.0;10128.1;10128.1;0;COMERCIO
Empresa 4852;ANTIOQUIA;21260.4;124.7;8266.6;8266.6;1;MANUFACTURA
Empresa 4853;VALLE;21258.4;4356.2;10876.4;10876.4;0;OTRO
Empresa 4854;VALLE;21256.2;177.2;3180.5;3180.5;0;MANUFACTURA
Empresa 4855;META;21246.5;456.7;5137.9;5137.9;0;COMERCIO
Empresa 4856;ANTIOQUIA;21246.0;-721.1;2745.5;2745.5;1;COMERCIO
Empresa 4857;ANTIOQUIA;21239.5;21113.6;15944.3;15944.3;1;SERVICIOS
Empresa 4858;BOGOTA D.C.;21238.0;-455.3;2199.4;2199.4;0;SERVICIOS
Empresa 4859;CUNDINAMARCA;21237.5;1540.1;11842.7;11842.7;0;OTRO
Empresa 4860;BOGOTA D.C.;21236.2;345.0;4124.0;4124.0;0;COMERCIO
Empresa 4861;VALLE;21236.0;1084.3;11877.8;11877.8;0;COMERCIO
Empresa 4862;VALLE;21235.3;1612.3;20068.9;20068.9;0;SERVICIOS
Empresa 4863;ANTIOQUIA;21227.7;1165.6;10782.9;10782.9;1;MANUFACTURA
Empresa 4864;BOGOTA D.C.;21227.1;4349.6;9443.7;9443.7;0;SERVICIOS
Empresa 4865;ANTIOQUIA;21217.4;749.7;10366.4;10366.4;1;MANUFACTURA
Empresa 4866;NORTE DE SANTANDER;21217.4;1176.8;8555.1;8555.1;0;OTRO
Empresa 4867;CUNDINAMARCA;21216.7;-2355.8;51256.1;51256.1;0;COMERCIO
Empresa 4868;VALLE;21194.4;4214.7;25049.0;25049.0;0;OTRO
Empresa 4869;VALLE;21189.4;624.8;5143.8;5143.8;0;COMERCIO
Empresa 4870;ANTIOQUIA;21188.0;865.8;10931.5;10931.5;1;OTRO
Empresa 4871;VALLE;21183.2;596.5;8682.4;8682.4;0;COMERCIO
Empresa 4872;CUNDINAMARCA;21164.1;367.8;15909.8;15909.8;0;COMERCIO
Empresa 4873;META;21159.1;1715.4;4239.8;4239.8;0;COMERCIO
Empresa 4874;CUNDINAMARCA;21157.6;3723.3;20706.4;20706.4;0;OTRO
Empresa 4875;ANTIOQUIA;21154.4;377.9;4909.2;4909.2;1;COMERCIO
